gene_name,Accession,Description,logFC,pvalue,AveExpr,Control_abundance,Penta_abundance,hit_annotation,LipidProbe
CYRIB,NP_057707.3,protein fam49b isoform 1 [OS=Homo sapiens],-0.08,0.948195036,23.251878224675604,9709931.084,10267645.16,no hit,bf-GPI
BAG62505.1,BAG62505.1,unnamed protein product [OS=Homo sapiens],-0.08,0.96640439,19.589077468064367,825514.4307,751842.2188,no hit,bf-GPI
"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A variant, partial [Homo sapiens]",BAD97000.1,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A variant, partial [OS=Homo sapiens]",-0.08,0.872561642,24.768439869498472,26948170.99,30209344.43,no hit,bf-GPI
TMX3,NP_061895.3,protein disulfide-isomerase TMX3 isoform 1 precursor [OS=Homo sapiens],-0.08,0.986259459,16.322209400918076,91686.33177,72185.61793,no hit,bf-GPI
CHMP4B,NP_789782.1,Charged multivesicular body protein 4b [OS=Homo sapiens],-0.08,0.959494495,20.605145893246295,1641379.03,1548667.183,no hit,bf-GPI
PAFAH1B1,XP_011522203.1,PREDICTED: platelet-activating factor acetylhydrolase IB subunit alpha isoform X2 [OS=Homo sapiens],-0.08,0.954563862,22.19975887361579,5050024.397,4584345.428,no hit,bf-GPI
SEPTIN7,XP_006715869.1,PREDICTED: septin-7 isoform X2 [OS=Homo sapiens],-0.08,0.910583918,23.526518661875244,11847229.65,12319495.7,no hit,bf-GPI
PSMC3,AAI07805.1,"PSMC3 protein, partial [OS=Homo sapiens]",-0.08,0.871675305,25.4760472460792,44895068.29,48448497.6,no hit,bf-GPI
"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3 variant, partial [Homo sapiens]",BAD92220.1,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3 variant, partial [OS=Homo sapiens]",-0.08,0.870840534,25.063916427879672,33657496.63,36491368.48,no hit,bf-GPI
KIAA1303,BAA92541.1,"KIAA1303 protein, partial [OS=Homo sapiens]",-0.08,0.97748342,18.686074473968407,451159.3549,392367.5,no hit,bf-GPI
ECPAS,NP_001073867.1,Proteasome-associated protein ECM29 homolog [OS=Homo sapiens],-0.09,0.935239812,22.882271459007196,7414784.595,8047728.262,no hit,bf-GPI
EIF3A,AAI14430.1,"Eukaryotic translation initiation factor 3, subunit A [OS=Homo sapiens]",-0.09,0.869921969,25.560463955735614,45925509.7,53042844.78,no hit,bf-GPI
BAH13365.1,BAH13365.1,unnamed protein product [OS=Homo sapiens],-0.09,0.8698833,25.572075112221675,47780997.58,51987091.92,no hit,bf-GPI
DYNC1H1,EAW81764.1,"dynein, cytoplasmic 1, heavy chain 1, isoform CRA_f [OS=Homo sapiens]",-0.09,0.869837954,27.28514920931666,162739027.4,164359315.4,no hit,bf-GPI
KIAA0391,AAH44580.1,KIAA0391 [OS=Homo sapiens],-0.09,0.933053804,21.492489944019564,3181695.958,2719148.272,no hit,bf-GPI
SERPINB6,XP_011512974.1,PREDICTED: serpin B6 isoform X1 [OS=Homo sapiens],-0.09,0.925775467,23.32719042229669,13922775.82,7125378.893,no hit,bf-GPI
"chaperonin containing TCP1, subunit 8 (theta) variant, partial [Homo sapiens]",BAD96210.1,"chaperonin containing TCP1, subunit 8 (theta) variant, partial [OS=Homo sapiens]",-0.09,0.864862565,26.462146338195417,103357676,81539293.53,no hit,bf-GPI
KIAA0253,BAA13383.1,"KIAA0253, partial [OS=Homo sapiens]",-0.09,0.939201847,21.62543919086763,3459051.22,3011419.28,no hit,bf-GPI
COP9 complex subunit 7a [Homo sapiens],AAF04307.1,COP9 complex subunit 7a [OS=Homo sapiens],-0.09,0.963954914,19.76425400628863,1049602.502,731394.9309,no hit,bf-GPI
glycyl tRNA synthetase [Homo sapiens],BAA06338.1,glycyl tRNA synthetase [OS=Homo sapiens],-0.09,0.864862565,25.474023480592198,46357364.8,46855353.58,no hit,bf-GPI
HSD17B10,NP_001032900.1,3-hydroxyacyl-CoA dehydrogenase type-2 isoform 2 [OS=Homo sapiens],-0.09,0.864632545,25.969024577097425,59999264.6,71367453.9,no hit,bf-GPI
DKFZp686A0439,CAH18259.1,Hypothetical protein [OS=Homo sapiens],-0.09,0.959494495,19.864232630053557,1125225.756,783571.7468,no hit,bf-GPI
POTE-2 alpha-actin [Homo sapiens],ABP57734.1,POTE-2 alpha-actin [OS=Homo sapiens],-0.09,0.942616092,22.022451940466613,4390075.32,4130101.5,no hit,bf-GPI
BAG59593.1,BAG59593.1,unnamed protein product [OS=Homo sapiens],-0.09,0.882634888,24.21116668060929,21584109.22,17259305.04,no hit,bf-GPI
PSMA1,EAW68477.1,"proteasome (prosome, macropain) subunit, alpha type, 1, isoform CRA_b [OS=Homo sapiens]",-0.09,0.948195036,22.573523106835093,7055942.078,5427592.215,no hit,bf-GPI
MYO1B,NP_001123630.1,unconventional myosin-Ib isoform 1 [OS=Homo sapiens],-0.09,0.930554975,21.653851386123623,3408114.732,3191047.188,no hit,bf-GPI
SCYL2,NP_001317182.1,SCY1-like protein 2 isoform 2 [OS=Homo sapiens],-0.09,0.96640439,19.0378675140417,591219.8995,485243.259,no hit,bf-GPI
HADH,Q16836.3,"RecName: Full=Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial; Short=HCDH; AltName: Full=Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase; AltName: Full=Short-chain 3-hydroxyacyl-CoA dehydrogenase; Flags: Precursor [OS=Homo sapiens]",-0.09,0.859388325,25.16435126955521,35352398.1,39853958.43,no hit,bf-GPI
BAG62619.1,BAG62619.1,unnamed protein product [OS=Homo sapiens],-0.09,0.893965637,23.51813377649853,11022843.73,13003832.96,no hit,bf-GPI
"suppressor of Ty 5 homolog variant, partial [Homo sapiens]",BAD92494.1,"suppressor of Ty 5 homolog variant, partial [OS=Homo sapiens]",-0.09,0.924286251,21.64036811742417,3382882.111,3154892.078,no hit,bf-GPI
THOC2,XP_016885151.1,PREDICTED: THO complex subunit 2 isoform X1 [OS=Homo sapiens],-0.09,0.9222603,21.658112759997515,2976995.802,3641687.27,no hit,bf-GPI
WDR18,EAW69578.1,WD repeat domain 18 [OS=Homo sapiens],-0.09,0.99039227,18.384591278511184,367481.8653,316970.815,no hit,bf-GPI
PPFIBP2,Q8ND30.3,RecName: Full=Liprin-beta-2; AltName: Full=Protein tyrosine phosphatase receptor type f polypeptide-interacting protein-binding protein 2; Short=PTPRF-interacting protein-binding protein 2 [OS=Homo sapiens],-0.09,0.924931243,21.72465112784726,3574570.482,3356520.991,no hit,bf-GPI
"hCG1996542, isoform CRA_a [Homo sapiens]",EAW64046.1,"hCG1996542, isoform CRA_a [OS=Homo sapiens]",-0.09,0.95367467,21.25673959961649,2525066.632,2486185.167,no hit,bf-GPI
ABCF1,AAH34488.1,"ATP-binding cassette, sub-family F (GCN20), member 1 [OS=Homo sapiens]",-0.09,0.89526163,23.482743447988515,12326458.69,11117996.99,no hit,bf-GPI
PXN,XP_016875215.1,PREDICTED: paxillin isoform X1 [OS=Homo sapiens],-0.09,0.96640439,19.545608981344838,805380.6065,725159.0354,no hit,bf-GPI
BAG61173.1,BAG61173.1,unnamed protein product [OS=Homo sapiens],-0.09,0.953053508,20.796824187428303,1447984.287,2195340.518,no hit,bf-GPI
proteasome subunit p42 [Homo sapiens],BAA11338.1,proteasome subunit p42 [OS=Homo sapiens],-0.09,0.846980626,24.93538719065943,31034971.19,33134652.66,no hit,bf-GPI
BAG59669.1,BAG59669.1,unnamed protein product [OS=Homo sapiens],-0.09,0.845693471,26.949219504061904,126504395.8,132646924.7,no hit,bf-GPI
RAB14,AAF00150.1,RAB14 protein [OS=Homo sapiens],-0.09,0.933141703,21.92855173371079,4795116.472,3188172.118,no hit,bf-GPI
HAH-P,AAF86879.1,HAH-P [OS=Homo sapiens],-0.09,0.968057878,18.74354797848004,463802.7377,414006.5313,no hit,bf-GPI
TGM2,NP_004604.2,Protein-glutamine gamma-glutamyltransferase 2 isoform a [OS=Homo sapiens],-0.1,0.844044897,24.875051823550873,28786714.6,32754595.63,no hit,bf-GPI
CORO1C,CAO94662.1,Coronin-1C_i2 protein [OS=Homo sapiens],-0.1,0.915593151,22.938959103544306,7942273.613,8139900.332,no hit,bf-GPI
"hCG1639857, partial [Homo sapiens]",EAW59433.1,"hCG1639857, partial [OS=Homo sapiens]",-0.1,0.96640439,19.011518952808693,582062.5916,474919.0971,no hit,bf-GPI
SMARCA1,NP_001269803.1,probable global transcription activator SNF2L1 isoform d [OS=Homo sapiens],-0.1,0.96640439,19.228280888269772,662343.062,565998.9561,no hit,bf-GPI
HR21spA,CAA66940.1,"HR21spA, partial [OS=Homo sapiens]",-0.1,0.948647902,20.211984266382885,1038246.133,1390843.451,no hit,bf-GPI
BAF83589.1,BAF83589.1,unnamed protein product [OS=Homo sapiens],-0.1,0.910583918,23.353400875801825,10284737.03,11149309.05,no hit,bf-GPI
PLS3,NP_005023.2,Plastin-3 isoform 1 [OS=Homo sapiens],-0.1,0.840097315,24.97556354533444,34995381.63,30986361,no hit,bf-GPI
RPL18,AAH21743.1,ribosomal protein L18 [OS=Homo sapiens],-0.1,0.840092347,25.113426830692244,46744467.83,25853550.41,no hit,bf-GPI
TNPO1,NP_002261.3,transportin-1 isoform 1 [OS=Homo sapiens],-0.1,0.83917273,25.72560837068725,70017042.29,40954027.29,no hit,bf-GPI
AK6,NP_057367.1,adenylate kinase isoenzyme 6 isoform b [OS=Homo sapiens],-0.1,0.920382457,21.480539537855137,3024635.498,2827531.62,no hit,bf-GPI
ETF1,XP_016864710.1,PREDICTED: eukaryotic peptide chain release factor subunit 1 isoform X2 [OS=Homo sapiens],-0.1,0.851676598,24.230637505205628,21532297.42,17838906.83,no hit,bf-GPI
RABL6,NP_001167459.1,rab-like protein 6 isoform 3 [OS=Homo sapiens],-0.1,0.949190262,20.607420918265415,1636797.531,1558283.121,no hit,bf-GPI
UBR4,XP_011539410.1,PREDICTED: E3 ubiquitin-protein ligase UBR4 isoform X1 [OS=Homo sapiens],-0.1,0.953053508,21.217061270294113,2725815.195,2149490.562,no hit,bf-GPI
AP1B1,NP_001118.3,AP-1 complex subunit beta-1 isoform a [OS=Homo sapiens],-0.1,0.89703708,23.423466455830596,12121030.61,10379667.94,no hit,bf-GPI
OXCT,CAG33330.1,OXCT [OS=Homo sapiens],-0.1,0.834427203,26.47994070742456,94574316.93,92617315.66,no hit,bf-GPI
RPL13,AAH66320.1,ribosomal protein L13 [OS=Homo sapiens],-0.1,0.833857103,25.003284489477153,30290288.54,36971531.87,no hit,bf-GPI
URO-D,AAC50482.1,Uroporphyrinogen decarboxylase [OS=Homo sapiens],-0.1,0.934405468,22.272218338925352,4819476.588,5311137.823,no hit,bf-GPI
BAF82893.1,BAF82893.1,unnamed protein product [OS=Homo sapiens],-0.1,0.915593151,23.212135686533294,11211046.97,8223709.398,no hit,bf-GPI
SDCBP,NP_001335270.1,syntenin-1 isoform 7 [OS=Homo sapiens],-0.1,0.948195036,20.057654554847257,1128977.203,1053680.635,no hit,bf-GPI
MRPL18,EAW47614.1,"mitochondrial ribosomal protein L18, isoform CRA_a, partial [OS=Homo sapiens]",-0.1,0.984920944,16.290255396540548,82908.62638,77373.65194,no hit,bf-GPI
NF110b [Homo sapiens],AEE02020.1,NF110b [OS=Homo sapiens],-0.1,0.832615454,25.84624590873775,53990936.3,66658497.88,no hit,bf-GPI
GCAT,XP_016884163.1,"PREDICTED: 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial isoform X1 [OS=Homo sapiens]",-0.1,0.988694049,15.822936496297036,47283.00173,68650.37901,no hit,bf-GPI
BAT3 [Homo sapiens],AAD18085.1,Bat3 [OS=Homo sapiens],-0.1,0.92505819,22.42597809440323,4698679.793,6571272.67,no hit,bf-GPI
BAF84477.1,BAF84477.1,unnamed protein product [OS=Homo sapiens],-0.1,0.871675305,23.828626997607127,18531659.97,11264580.97,no hit,bf-GPI
PITPNB,XP_011528354.1,PREDICTED: phosphatidylinositol transfer protein beta isoform isoform X1 [OS=Homo sapiens],-0.1,0.93028697,22.024591515032366,3613456.036,4919365.922,no hit,bf-GPI
"special AT-rich sequence binding protein 1 variant, partial [Homo sapiens]",BAD92998.1,"special AT-rich sequence binding protein 1 variant, partial [OS=Homo sapiens]",-0.1,0.987802992,16.658457056673875,107071.1941,99812.01833,no hit,bf-GPI
SF3B3,AAH68974.1,"Splicing factor 3b, subunit 3, 130kDa [OS=Homo sapiens]",-0.1,0.829633943,24.75881770931338,28682265.63,28095302.01,no hit,bf-GPI
MYH10,XP_011522177.1,PREDICTED: myosin-10 isoform X7 [OS=Homo sapiens],-0.1,0.829633943,26.474941601681017,90918738.23,95625376.14,no hit,bf-GPI
NOL9,Q5SY16.1,RecName: Full=Polynucleotide 5'-hydroxyl-kinase NOL9; AltName: Full=Nucleolar protein 9 [OS=Homo sapiens],-0.1,0.9222603,20.71911392281875,1752125.027,1700145.098,no hit,bf-GPI
RRAS,NP_006261.1,Ras-related protein R-Ras [OS=Homo sapiens],-0.1,0.941310105,20.073392260774348,1213902.66,992695.1402,no hit,bf-GPI
BAG52262.1,BAG52262.1,unnamed protein product [OS=Homo sapiens],-0.1,0.96640439,19.294631633136092,665855.1993,620298.5039,no hit,bf-GPI
USP47,NP_001317137.1,ubiquitin carboxyl-terminal hydrolase 47 isoform C [OS=Homo sapiens],-0.1,0.933727952,20.380181766593918,1413072.139,1316383.401,no hit,bf-GPI
BCAP31,NP_001132929.1,B-cell receptor-associated protein 31 isoform a [OS=Homo sapiens],-0.1,0.947070457,20.581800875664985,1703310.361,1435531.414,no hit,bf-GPI
E2IG3,AAF09482.1,E2IG3 [OS=Homo sapiens],-0.1,0.84552821,24.147789947318547,17600101.96,19573881.28,no hit,bf-GPI
H_NH0022N19_gi18089094.sp_cds.1,AAQ96862.1,unknown [OS=Homo sapiens],-0.1,0.828690618,24.310528606485356,19925123.02,21687808.97,no hit,bf-GPI
MINA,AAH14928.1,MYC induced nuclear antigen [OS=Homo sapiens],-0.1,0.993140369,17.811829825251785,233102.7754,227074.3753,no hit,bf-GPI
WBSCR9,AAD08675.1,Williams-Beuren syndrome deletion transcript 9 [OS=Homo sapiens],-0.1,0.868062854,23.61369228757342,11681455.87,13990542.86,no hit,bf-GPI
PLA2G4A,XP_005245324.2,PREDICTED: cytosolic phospholipase A2 isoform X1 [OS=Homo sapiens],-0.1,0.870179926,23.8919509111228,15340064.08,15793144.04,no hit,bf-GPI
ATXN10,NP_037368.1,Ataxin-10 isoform 1 [OS=Homo sapiens],-0.1,0.826413214,25.14516653623219,36633785.57,37579108.67,no hit,bf-GPI
serum albumin precursor [Homo sapiens],AAF01333.1,serum albumin precursor [OS=Homo sapiens],-0.1,0.825817946,24.388448596642473,20285291.95,23636957.18,no hit,bf-GPI
"hCG28318, isoform CRA_b [Homo sapiens]",EAW64142.1,"hCG28318, isoform CRA_b [OS=Homo sapiens]",-0.1,0.981195482,18.05305165507374,284499.0171,259427.2813,no hit,bf-GPI
ASL,ALQ33380.1,"argininosuccinate lyase isoform 3, partial [OS=Homo sapiens]",-0.1,0.984446724,16.721937014425784,115577.3606,100612.1521,no hit,bf-GPI
"neuropolypeptide h3 [human, brain, Peptide, 186 aa]",AAB32876.1,neuropolypeptide h3 [OS=Homo sapiens],-0.1,0.825286854,25.419109894648003,41943066.89,47788352.39,no hit,bf-GPI
PAK4,NP_005875.1,Serine/threonine-protein kinase PAK 4 isoform 1 [OS=Homo sapiens],-0.1,0.985014943,16.458220120176378,88072.30538,92000.41563,no hit,bf-GPI
NIT2,AAH20620.1,"Nitrilase family, member 2 [OS=Homo sapiens]",-0.1,0.91654556,21.73998128115277,3595064.509,3410069.801,no hit,bf-GPI
NNT,AAI10545.1,Nicotinamide nucleotide transhydrogenase [OS=Homo sapiens],-0.11,0.821950117,26.01860452843113,69074878.45,66884886.17,no hit,bf-GPI
KCTD9,AAH68518.1,potassium channel tetramerisation domain containing 9 [OS=Homo sapiens],-0.11,0.972737174,18.64795828790734,440416.1042,381116.4891,no hit,bf-GPI
"hCG2045902, isoform CRA_a [Homo sapiens]",EAW62054.1,"hCG2045902, isoform CRA_a [OS=Homo sapiens]",-0.11,0.935428909,20.623814178620545,1624888.704,1606704.517,no hit,bf-GPI
POP1,AAH11529.1,"Processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae) [OS=Homo sapiens]",-0.11,0.924931243,21.464093456029712,2460340.181,3325493.638,no hit,bf-GPI
DHP protein [Homo sapiens],AAQ13577.1,DHP protein [OS=Homo sapiens],-0.11,0.920016909,22.40482485674502,5667771.71,5438142.776,no hit,bf-GPI
myosin phosphatase target subunit 1 variant 2 [Homo sapiens],AAQ88438.1,myosin phosphatase target subunit 1 variant 2 [OS=Homo sapiens],-0.11,0.96640439,19.53579448865598,744771.9247,775390.9635,no hit,bf-GPI
BAG60492.1,BAG60492.1,unnamed protein product [OS=Homo sapiens],-0.11,0.894758958,23.11227216745701,9571147.793,8563836.594,no hit,bf-GPI
CRIP2,NP_001257766.1,cysteine-rich protein 2 isoform 2 [OS=Homo sapiens],-0.11,0.871675305,23.485002108783284,11100462.29,12380726.41,no hit,bf-GPI
RPL8,AAH12197.1,Ribosomal protein L8 [OS=Homo sapiens],-0.11,0.924931243,21.993313971522237,4162467.534,4187354.231,no hit,bf-GPI
"nudix (nucleoside diphosphate linked moiety X)-type motif 4 isoform beta variant, partial [Homo sapiens]",BAD97217.1,"nudix (nucleoside diphosphate linked moiety X)-type motif 4 isoform beta variant, partial [OS=Homo sapiens]",-0.11,0.984446724,15.77229000887023,55565.17854,56368.91552,no hit,bf-GPI
CPSF7,NP_079087.3,cleavage and polyadenylation specificity factor subunit 7 isoform 1 [OS=Homo sapiens],-0.11,0.927780972,22.200627028569713,5250440.658,4389728.482,no hit,bf-GPI
MATR3,NP_061322.2,Matrin-3 isoform a [OS=Homo sapiens],-0.11,0.815521203,26.56254570465704,97398391.26,100824138.3,no hit,bf-GPI
CAA28571.1,CAA28571.1,unnamed protein product [OS=Homo sapiens],-0.11,0.947070457,19.85658376732249,1032086.922,866617.3216,no hit,bf-GPI
RARS2,NP_001337434.1,"probable arginine--tRNA ligase, mitochondrial isoform 3 precursor [OS=Homo sapiens]",-0.11,0.96640439,19.253882321103937,648787.6284,601546.5625,no hit,bf-GPI
hCG18290 [Homo sapiens],EAW61102.1,HCG18290 [OS=Homo sapiens],-0.11,0.95290552,19.77821929564078,735948.4435,1062372.758,no hit,bf-GPI
GTF2E2,XP_011542811.1,PREDICTED: transcription initiation factor IIE subunit beta isoform X2 [OS=Homo sapiens],-0.11,0.979625328,18.367867043622187,351198.5731,325365.5,no hit,bf-GPI
DKFZp686M24262,CAI45986.1,Hypothetical protein [OS=Homo sapiens],-0.11,0.884903411,23.354977486585902,11523231.66,9934250.849,no hit,bf-GPI
ATP2A2,NP_733765.1,sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [OS=Homo sapiens],-0.11,0.811661312,25.167466482112907,37836909.26,37532015.87,no hit,bf-GPI
EXOSC9,NP_001029366.1,exosome complex component RRP45 isoform 1 [OS=Homo sapiens],-0.11,0.933727952,20.932048991531154,1921475.828,2079856.407,no hit,bf-GPI
SARS,EAW56368.1,"seryl-tRNA synthetase, isoform CRA_d [OS=Homo sapiens]",-0.11,0.811661312,24.596298945761607,24754069.67,25974633.56,no hit,bf-GPI
PRDX3,AAH08435.1,Peroxiredoxin 3 [OS=Homo sapiens],-0.11,0.811236509,25.569400580989665,52532993.86,47050312.52,no hit,bf-GPI
"Isoleucyl-tRNA synthetase, cytoplasmic variant, partial [Homo sapiens]",BAD92471.1,"Isoleucyl-tRNA synthetase, cytoplasmic variant, partial [OS=Homo sapiens]",-0.11,0.811236509,24.998535920403082,32083550.47,34957244.48,no hit,bf-GPI
BAG35427.1,BAG35427.1,unnamed protein product [OS=Homo sapiens],-0.11,0.822026006,24.22923996501389,21207471.01,18125612.78,no hit,bf-GPI
MTHFD2,NP_006627.2,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial precursor [OS=Homo sapiens]",-0.11,0.899588306,21.50825190858591,3153544.902,2812121.642,no hit,bf-GPI
HNRNPR,NP_005817.1,Heterogeneous nuclear ribonucleoprotein R isoform 2 [OS=Homo sapiens],-0.11,0.810545808,26.58042320758646,98485145.67,102208988.2,no hit,bf-GPI
ATP-dependent RNA helicase #46 [Homo sapiens],BAA23987.1,ATP-dependent RNA helicase #46 [OS=Homo sapiens],-0.11,0.810348273,25.564419406158898,47351274.57,51888794.68,no hit,bf-GPI
AGK,NP_060708.1,"Acylglycerol kinase, mitochondrial precursor [OS=Homo sapiens]",-0.11,0.916959895,22.481453512776437,6429367.317,5282384.188,no hit,bf-GPI
PTK9,EAW57870.1,"PTK9 protein tyrosine kinase 9, isoform CRA_c [OS=Homo sapiens]",-0.11,0.920012364,22.26035580691957,5721682.311,4325974.844,no hit,bf-GPI
ERCC2,AAI10524.1,"Excision repair cross-complementing rodent repair deficiency, complementation group 2 [OS=Homo sapiens]",-0.11,0.934405468,20.94515304121698,2023186.508,2014655.527,no hit,bf-GPI
epidermal cytokeratin 2 [Homo sapiens],AAC83410.1,epidermal cytokeratin 2 [OS=Homo sapiens],-0.11,0.806778633,25.645688615430384,53047578.58,51943289.94,no hit,bf-GPI
IDH1,AAH93020.1,"isocitrate dehydrogenase 1 (NADP+), soluble [OS=Homo sapiens]",-0.11,0.806709836,25.211132384293332,36122594.1,41562387.64,no hit,bf-GPI
PDCD6IP,AAH68454.1,PDCD6IP protein [OS=Homo sapiens],-0.11,0.806709836,24.51213241203924,24184753.62,23669121.22,no hit,bf-GPI
PRKDC,EAW86682.1,"protein kinase, DNA-activated, catalytic polypeptide, isoform CRA_c, partial [OS=Homo sapiens]",-0.11,0.806709836,27.859119355706557,242881926.4,244041393.6,no hit,bf-GPI
BAG37316.1,BAG37316.1,unnamed protein product [OS=Homo sapiens],-0.11,0.806709836,27.13048434712147,146057449.4,147788413.8,no hit,bf-GPI
RPP38,AAC51142.1,RNaseP protein P38 [OS=Homo sapiens],-0.11,0.968451622,18.66182398432494,401223.3643,428243.0174,no hit,bf-GPI
CPSF1,NP_037423.2,Cleavage and polyadenylation specificity factor subunit 1 [OS=Homo sapiens],-0.11,0.968451622,18.66182398432494,401223.3643,428243.0174,no hit,bf-GPI
ARIH2,XP_011531569.1,PREDICTED: E3 ubiquitin-protein ligase ARIH2 isoform X1 [OS=Homo sapiens],-0.11,0.973212296,18.518659269074526,390411.0578,360696.125,no hit,bf-GPI
LOC102724985,XP_016885689.1,PREDICTED: pyridoxal-dependent decarboxylase domain-containing protein 1 isoform X1 [OS=Homo sapiens],-0.11,0.935258359,21.200134996842213,3849379.422,969061.5365,no hit,bf-GPI
SKB1Hs,AAB66581.1,Skb1Hs [OS=Homo sapiens],-0.11,0.852469838,23.47248746654212,11699108.04,11579274.24,no hit,bf-GPI
nuclear respiratory factor-2 subunit alpha [Homo sapiens],AAA65706.1,nuclear respiratory factor-2 subunit alpha [OS=Homo sapiens],-0.11,0.996083936,17.34841472262436,177763.2121,155988.2711,no hit,bf-GPI
UBA3,AAH22853.1,Ubiquitin-like modifier activating enzyme 3 [OS=Homo sapiens],-0.11,0.935258359,20.60138474800695,1629624.019,1552116.488,no hit,bf-GPI
GOLPH3,NP_071413.1,Golgi phosphoprotein 3 [OS=Homo sapiens],-0.11,0.883506,23.10175190858909,9148479.704,8854743.775,no hit,bf-GPI
TMEM263,XP_016875687.1,PREDICTED: transmembrane protein 263 isoform X1 [OS=Homo sapiens],-0.12,0.9222603,20.633365525845043,1611776.968,1641281.96,no hit,bf-GPI
