Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
ETFA,P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial",0.995857595,20.58729454,PE_UV vs PE_NoUV,membrane,0.013299698,candidate
UQCRC1,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",0.850174992,21.08820209,PE_UV vs PE_NoUV,membrane,0.013354581,candidate
PLXNB2,O15031,Plexin-B2,0.476340887,24.07284467,PE_UV vs PE_NoUV,membrane,0.01340614,no hit
LDHA,P00338,L-lactate dehydrogenase A chain,-0.899308332,23.20088927,PE_UV vs PE_NoUV,membrane,0.013407537,candidate
UBE2K,P61086,Ubiquitin-conjugating enzyme E2 K,-0.793040307,18.91818303,PE_UV vs PE_NoUV,membrane,0.013476763,candidate
LDHB,P07195,L-lactate dehydrogenase B chain,-0.999202637,23.09270015,PE_UV vs PE_NoUV,membrane,0.013523677,candidate
RRM1,P23921,Ribonucleoside-diphosphate reductase large subunit,-0.532683562,20.03560781,PE_UV vs PE_NoUV,membrane,0.013536211,no hit
MCTS1,Q9ULC4,Malignant T-cell-amplified sequence 1,-0.741064695,18.24585903,PE_UV vs PE_NoUV,membrane,0.013695167,candidate
PYGB,P11216,"Glycogen phosphorylase, brain form",-0.748447522,19.98736162,PE_UV vs PE_NoUV,membrane,0.013830718,candidate
SEC63,Q9UGP8,Translocation protein SEC63 homolog,0.868267046,19.0789413,PE_UV vs PE_NoUV,membrane,0.013862179,candidate
DPP3,Q9NY33,Dipeptidyl peptidase 3,-0.624150826,20.72969148,PE_UV vs PE_NoUV,membrane,0.013930166,candidate
VPS29,Q9UBQ0,Vacuolar protein sorting-associated protein 29,-0.512489469,21.15294301,PE_UV vs PE_NoUV,membrane,0.014237686,no hit
PSME3,P61289,Proteasome activator complex subunit 3,-0.535384184,21.13914282,PE_UV vs PE_NoUV,membrane,0.014451173,no hit
RAB35,Q15286,Ras-related protein Rab-35,0.757892768,22.22297918,PE_UV vs PE_NoUV,membrane,0.014523014,candidate
RUSF1,Q96GQ5,RUS family member 1,0.617703348,18.26101249,PE_UV vs PE_NoUV,membrane,0.014685394,candidate
SELENBP1,Q13228,Methanethiol oxidase,-0.71378986,19.55702247,PE_UV vs PE_NoUV,membrane,0.014697342,candidate
LARP4,Q71RC2,La-related protein 4,-1.048536125,20.03750905,PE_UV vs PE_NoUV,membrane,0.014708312,candidate
CAPG,P40121,Macrophage-capping protein,-0.671670534,19.62454061,PE_UV vs PE_NoUV,membrane,0.014824719,candidate
ARFGAP1,Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1,-0.441434664,20.22658659,PE_UV vs PE_NoUV,membrane,0.01489212,no hit
ACO1,P21399,Cytoplasmic aconitate hydratase,-0.459611022,20.20769667,PE_UV vs PE_NoUV,membrane,0.015012126,no hit
NUDT5,Q9UKK9,ADP-sugar pyrophosphatase,-0.845211427,20.02956522,PE_UV vs PE_NoUV,membrane,0.015019012,candidate
HSD17B10,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,0.648591238,21.20980756,PE_UV vs PE_NoUV,membrane,0.015024329,candidate
SRM,P19623,Spermidine synthase,-0.590046378,19.61369812,PE_UV vs PE_NoUV,membrane,0.015099919,candidate
BANF1,O75531,Barrier-to-autointegration factor,-0.369192531,21.34488115,PE_UV vs PE_NoUV,membrane,0.015172478,no hit
AP3B1,O00203,AP-3 complex subunit beta-1,-0.510647653,19.74193684,PE_UV vs PE_NoUV,membrane,0.015187782,no hit
PGAM1,P18669,Phosphoglycerate mutase 1,-0.937835329,22.81494882,PE_UV vs PE_NoUV,membrane,0.015233761,candidate
ATP11A,P98196,Phospholipid-transporting ATPase IH,0.436870011,18.15226865,PE_UV vs PE_NoUV,membrane,0.015299921,no hit
USP10,Q14694,Ubiquitin carboxyl-terminal hydrolase 10,-0.826296967,21.26950171,PE_UV vs PE_NoUV,membrane,0.015312668,candidate
YTHDF3,Q7Z739,YTH domain-containing family protein 3,-0.71777214,19.86481414,PE_UV vs PE_NoUV,membrane,0.015493189,candidate
OAT,P04181,"Ornithine aminotransferase, mitochondrial",0.51266662,17.51521831,PE_UV vs PE_NoUV,membrane,0.01568477,no hit
SAR1A,Q9NR31,GTP-binding protein SAR1a,-0.556603024,21.76423772,PE_UV vs PE_NoUV,membrane,0.015798461,no hit
PPP2CB,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,-0.496695532,20.89308121,PE_UV vs PE_NoUV,membrane,0.015956039,no hit
UBE2M,P61081,NEDD8-conjugating enzyme Ubc12,-0.868501009,18.71860043,PE_UV vs PE_NoUV,membrane,0.015958301,candidate
APEX1,P27695,DNA-(apurinic or apyrimidinic site) endonuclease,-0.948778568,19.58808486,PE_UV vs PE_NoUV,membrane,0.015988308,candidate
RAB13,P51153,Ras-related protein Rab-13,0.818385361,21.6262584,PE_UV vs PE_NoUV,membrane,0.016244872,candidate
ECI2,O75521,Enoyl-CoA delta isomerase 2,0.950060758,20.20966323,PE_UV vs PE_NoUV,membrane,0.016308168,candidate
ACSL3,O95573,Fatty acid CoA ligase Acsl3,1.002479899,20.73962676,PE_UV vs PE_NoUV,membrane,0.016335869,candidate
EIF3K,Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K,-0.548764688,21.95925266,PE_UV vs PE_NoUV,membrane,0.016402537,no hit
CYC1,P08574,"Cytochrome c1, heme protein, mitochondrial",0.871527481,18.89709524,PE_UV vs PE_NoUV,membrane,0.016410925,candidate
HSPA5,P11021,Endoplasmic reticulum chaperone BiP,0.966663762,26.11231537,PE_UV vs PE_NoUV,membrane,0.016437074,candidate
BPNT2,Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",-0.441124177,20.2512306,PE_UV vs PE_NoUV,membrane,0.016713897,no hit
USO1,O60763,General vesicular transport factor p115,-0.357547167,20.08642233,PE_UV vs PE_NoUV,membrane,0.017018352,no hit
MMP15,P51511,Matrix metalloproteinase-15,0.331870106,22.48889099,PE_UV vs PE_NoUV,membrane,0.017042517,no hit
DLG1,Q12959,Disks large homolog 1,0.441044658,19.22909833,PE_UV vs PE_NoUV,membrane,0.017060857,no hit
ACO2,Q99798,"Aconitate hydratase, mitochondrial",0.96589079,20.13385828,PE_UV vs PE_NoUV,membrane,0.017580262,candidate
TM9SF2,Q99805,Transmembrane 9 superfamily member 2,-0.722818345,22.20822205,PE_UV vs PE_NoUV,membrane,0.017588955,candidate
PRDX3,P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial",1.429885052,21.95756559,PE_UV vs PE_NoUV,membrane,0.017793319,candidate
PA2G4,Q9UQ80,Proliferation-associated protein 2G4,-1.068765709,23.44492625,PE_UV vs PE_NoUV,membrane,0.017817415,candidate
DHCR24,Q15392,Delta(24)-sterol reductase,0.583540981,20.09361992,PE_UV vs PE_NoUV,membrane,0.017935709,no hit
TPI1,P60174,Triosephosphate isomerase,-0.966993912,22.83692774,PE_UV vs PE_NoUV,membrane,0.017952711,candidate
LARP1,Q6PKG0,La-related protein 1,-0.910501721,20.15023106,PE_UV vs PE_NoUV,membrane,0.018319995,candidate
S100A6,P06703,Protein S100-A6,-1.4269625,23.4559728,PE_UV vs PE_NoUV,membrane,0.018616521,candidate
TMEM43,Q9BTV4,Transmembrane protein 43,0.440710237,20.32943404,PE_UV vs PE_NoUV,membrane,0.019268658,no hit
TPD52,P55327,Tumor protein D52,-0.76680979,19.03345466,PE_UV vs PE_NoUV,membrane,0.019549001,candidate
ATP1A1,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,0.625454177,25.53469749,PE_UV vs PE_NoUV,membrane,0.019578901,candidate
STX6,O43752,Syntaxin-6,-0.484730788,19.71565637,PE_UV vs PE_NoUV,membrane,0.019749915,no hit
CYB5R3,P00387,NADH-cytochrome b5 reductase 3,0.649340569,22.55077761,PE_UV vs PE_NoUV,membrane,0.020245587,candidate
SLC25A24,Q6NUK1,Calcium-binding mitochondrial carrier protein SCaMC-1,0.974776429,20.65730826,PE_UV vs PE_NoUV,membrane,0.02062703,candidate
TPD52L2,O43399,Tumor protein D54,-0.789956538,20.74437037,PE_UV vs PE_NoUV,membrane,0.020729898,candidate
SLC12A2,P55011,Solute carrier family 12 member 2,0.571544434,17.47464022,PE_UV vs PE_NoUV,membrane,0.020883323,no hit
FAM114A2,Q9NRY5,Protein FAM114A2,-0.685482127,19.1867619,PE_UV vs PE_NoUV,membrane,0.020959777,candidate
PRKAR2A,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,-0.321626908,20.45745616,PE_UV vs PE_NoUV,membrane,0.021008825,no hit
DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1,-0.628995246,19.09458135,PE_UV vs PE_NoUV,membrane,0.021114123,candidate
PRDX1,Q06830,Peroxiredoxin-1,-0.96521369,25.17696,PE_UV vs PE_NoUV,membrane,0.021195438,candidate
AAAS,Q9NRG9,Aladin,0.528421488,18.08424633,PE_UV vs PE_NoUV,membrane,0.021359332,no hit
STX4,Q12846,Syntaxin-4,0.865092505,18.70223548,PE_UV vs PE_NoUV,membrane,0.0215306,candidate
ABCG2,Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2,0.960098686,21.19702126,PE_UV vs PE_NoUV,membrane,0.021581678,candidate
DNPH1,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,-0.83214579,19.93988718,PE_UV vs PE_NoUV,membrane,0.021638038,candidate
PARK7,Q99497,Parkinson disease protein 7,-0.762776782,20.95250995,PE_UV vs PE_NoUV,membrane,0.021704457,candidate
GLO1,Q04760,Lactoylglutathione lyase,-0.954616316,20.93949864,PE_UV vs PE_NoUV,membrane,0.021863168,candidate
AGL,P35573,Glycogen debranching enzyme,-0.676338149,22.76184066,PE_UV vs PE_NoUV,membrane,0.021920807,candidate
GTF2I,P78347,General transcription factor II-I,0.552762886,21.01040123,PE_UV vs PE_NoUV,membrane,0.022099044,no hit
PTGES3,Q15185,Prostaglandin E synthase 3,-0.652216337,20.21386776,PE_UV vs PE_NoUV,membrane,0.022362404,candidate
MGST1,P10620,Microsomal glutathione S-transferase 1,0.851456183,21.43340999,PE_UV vs PE_NoUV,membrane,0.022597281,candidate
DPM1,O60762,Dolichol-phosphate mannosyltransferase subunit 1,0.768410089,18.83884158,PE_UV vs PE_NoUV,membrane,0.023019937,candidate
EIF5B,O60841,Eukaryotic translation initiation factor 5B,-1.246761557,21.62652951,PE_UV vs PE_NoUV,membrane,0.02316363,candidate
RPS21,P63220,40S ribosomal protein S21,-0.596201424,21.920261,PE_UV vs PE_NoUV,membrane,0.0233809,candidate
PHB2,Q99623,Prohibitin-2,1.299025442,22.35070351,PE_UV vs PE_NoUV,membrane,0.023774964,candidate
SAE1,Q9UBE0,SUMO-activating enzyme subunit 1,-0.734171344,20.66713569,PE_UV vs PE_NoUV,membrane,0.024047288,candidate
G3BP1,Q13283,Ras GTPase-activating protein-binding protein 1,-1.17791508,22.97181014,PE_UV vs PE_NoUV,membrane,0.024272212,candidate
LGALS3BP,Q08380,Galectin-3-binding protein,0.432690531,20.28507232,PE_UV vs PE_NoUV,membrane,0.024482095,no hit
CLU,P10909,Clusterin,0.447247042,19.03123831,PE_UV vs PE_NoUV,membrane,0.024516124,no hit
DSP,P15924,Desmoplakin,-0.634894101,22.54851272,PE_UV vs PE_NoUV,membrane,0.024565867,candidate
TXLNG,Q9NUQ3,Gamma-taxilin,-0.992672332,20.8834541,PE_UV vs PE_NoUV,membrane,0.02467934,candidate
RPN1,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,1.030445792,22.84923866,PE_UV vs PE_NoUV,membrane,0.024969861,candidate
GDA,Q9Y2T3,Guanine deaminase,-0.552048526,20.50797128,PE_UV vs PE_NoUV,membrane,0.025170336,no hit
LYPLA2,O95372,Acyl-protein thioesterase 2,-0.31935724,19.09721706,PE_UV vs PE_NoUV,membrane,0.025444534,no hit
TENM3,Q9P273,Teneurin-3,0.464970383,17.3745411,PE_UV vs PE_NoUV,membrane,0.025490047,no hit
CD44,P16070,CD44 antigen,0.689800858,24.26944201,PE_UV vs PE_NoUV,membrane,0.025626198,candidate
DSTN,P60981,Destrin,0.473339344,19.68402033,PE_UV vs PE_NoUV,membrane,0.025704466,no hit
ADAM10,O14672,Disintegrin and metalloproteinase domain-containing protein 10,0.427356331,19.5456824,PE_UV vs PE_NoUV,membrane,0.026017455,no hit
NAA15,Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",-1.175780426,22.31434445,PE_UV vs PE_NoUV,membrane,0.026229203,candidate
ATP5PD,O75947,"ATP synthase subunit d, mitochondrial",1.009244937,20.38986318,PE_UV vs PE_NoUV,membrane,0.026324161,candidate
RHOC,P08134,Rho-related GTP-binding protein RhoC,0.668643891,16.61220432,PE_UV vs PE_NoUV,membrane,0.026364548,candidate
ECI1,P42126,"Enoyl-CoA delta isomerase 1, mitochondrial",1.0216941,20.65775419,PE_UV vs PE_NoUV,membrane,0.026366628,candidate
METTL7A,Q9H8H3,Putative methyltransferase-like protein 7A,0.625870548,19.20528588,PE_UV vs PE_NoUV,membrane,0.026442818,candidate
RAN,P62826,GTP-binding nuclear protein Ran,-0.416079205,21.0146424,PE_UV vs PE_NoUV,membrane,0.026499629,no hit
TMX2,Q9Y320,Thioredoxin-related transmembrane protein 2,0.792894044,21.78177836,PE_UV vs PE_NoUV,membrane,0.02703749,candidate
CELF1,Q92879,CUGBP Elav-like family member 1,-0.391699107,19.80733005,PE_UV vs PE_NoUV,membrane,0.027065442,no hit
COQ9,O75208,"Ubiquinone biosynthesis protein COQ9, mitochondrial",0.722996555,19.55592816,PE_UV vs PE_NoUV,membrane,0.027246903,candidate
MTCH2,Q9Y6C9,Mitochondrial carrier homolog 2,0.700934302,19.22558045,PE_UV vs PE_NoUV,membrane,0.028103726,candidate
TFG,Q92734,Protein TFG,-0.817379536,19.44342118,PE_UV vs PE_NoUV,membrane,0.028586338,candidate
RPS10,P46783,40S ribosomal protein S10,-1.210294913,23.21066573,PE_UV vs PE_NoUV,membrane,0.028613708,candidate
NACA,E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",-1.00627918,18.17955363,PE_UV vs PE_NoUV,membrane,0.029388401,candidate
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1,1.067266303,23.6439439,PE_UV vs PE_NoUV,membrane,0.029437235,candidate
TUBB4B,P68371,Tubulin beta-4B chain,-0.580687231,20.40353784,PE_UV vs PE_NoUV,membrane,0.029444783,no hit
CACYBP,Q9HB71,Calcyclin-binding protein,-0.704950887,20.70782463,PE_UV vs PE_NoUV,membrane,0.029912838,candidate
RPS27A,P62979,Ubiquitin-40S ribosomal protein S27a,-0.496500512,23.26614622,PE_UV vs PE_NoUV,membrane,0.030044388,no hit
PEBP1,P30086,Phosphatidylethanolamine-binding protein 1,-1.168162456,20.05736514,PE_UV vs PE_NoUV,membrane,0.030164042,candidate
ARCN1,P48444,Coatomer subunit delta,-0.628257885,18.36017788,PE_UV vs PE_NoUV,membrane,0.030336778,candidate
DLD,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial",1.068026597,21.9948431,PE_UV vs PE_NoUV,membrane,0.030444699,candidate
EIF5A,P63241,Eukaryotic translation initiation factor 5A-1,-1.093188047,21.756801,PE_UV vs PE_NoUV,membrane,0.03046651,candidate
RNF185,Q96GF1,E3 ubiquitin-protein ligase RNF185,0.556871258,18.40711372,PE_UV vs PE_NoUV,membrane,0.03049171,no hit
SUCLG2,Q96I99,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",1.010338535,19.33303854,PE_UV vs PE_NoUV,membrane,0.030846503,candidate
NPR1,P16066,Atrial natriuretic peptide receptor 1,0.668547759,17.10375482,PE_UV vs PE_NoUV,membrane,0.031735679,candidate
DDX20,Q9UHI6,Probable ATP-dependent RNA helicase DDX20,-0.961761161,19.28159217,PE_UV vs PE_NoUV,membrane,0.031865587,candidate
GPX8,Q8TED1,Probable glutathione peroxidase 8,0.827284238,19.2618463,PE_UV vs PE_NoUV,membrane,0.031987019,candidate
GLOD4,Q9HC38,Glyoxalase domain-containing protein 4,-0.750766626,19.59714794,PE_UV vs PE_NoUV,membrane,0.032822243,candidate
FAS,P25445,Tumor necrosis factor receptor superfamily member 6,0.848933839,19.4058056,PE_UV vs PE_NoUV,membrane,0.033097568,candidate
ECHS1,P30084,"Enoyl-CoA hydratase, mitochondrial",1.118492307,22.64441547,PE_UV vs PE_NoUV,membrane,0.033100285,candidate
ARPC5L,Q9BPX5,Actin-related protein 2/3 complex subunit 5-like protein,0.477410141,17.77043972,PE_UV vs PE_NoUV,membrane,0.033247804,no hit
EIF4A2,Q14240,Eukaryotic initiation factor 4A-II,-0.605535248,18.68742585,PE_UV vs PE_NoUV,membrane,0.033248884,candidate
GCN1,Q92616,eIF-2-alpha kinase activator GCN1,-0.917058088,22.79070213,PE_UV vs PE_NoUV,membrane,0.033302106,candidate
FARSB,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,-0.890412544,21.11934935,PE_UV vs PE_NoUV,membrane,0.033602193,candidate
RDX,P35241,Radixin,1.00525607,22.77986462,PE_UV vs PE_NoUV,membrane,0.03388006,candidate
CDK5RAP3,Q96JB5,CDK5 regulatory subunit-associated protein 3,0.451299714,19.07877071,PE_UV vs PE_NoUV,membrane,0.033916017,no hit
XPO7,Q9UIA9,Exportin-7,-0.443140561,18.30475657,PE_UV vs PE_NoUV,membrane,0.03413045,no hit
G3BP2,Q9UN86,Ras GTPase-activating protein-binding protein 2,-1.106429453,20.69043659,PE_UV vs PE_NoUV,membrane,0.034224902,candidate
HSPA13,P48723,Heat shock 70 kDa protein 13,0.494709033,20.3096273,PE_UV vs PE_NoUV,membrane,0.034741809,no hit
COX5A,P20674,"Cytochrome c oxidase subunit 5A, mitochondrial",0.962714375,18.99378633,PE_UV vs PE_NoUV,membrane,0.034833342,candidate
SBDS,Q9Y3A5,Ribosome maturation protein SBDS,-0.810192409,20.34418956,PE_UV vs PE_NoUV,membrane,0.034844311,candidate
CSE1L,P55060,Exportin-2,-0.642338545,22.87853031,PE_UV vs PE_NoUV,membrane,0.035103706,candidate
UBA1,P22314,Ubiquitin-like modifier-activating enzyme 1,-0.647413103,22.73847742,PE_UV vs PE_NoUV,membrane,0.035402926,candidate
PPA2,Q9H2U2,"Inorganic pyrophosphatase 2, mitochondrial",0.615090811,17.35825034,PE_UV vs PE_NoUV,membrane,0.035707134,candidate
ADAM15,Q13444,Disintegrin and metalloproteinase domain-containing protein 15,0.478313844,19.15025816,PE_UV vs PE_NoUV,membrane,0.035745826,no hit
KIRREL1,Q96J84,Kin of IRRE-like protein 1,0.374881005,17.68296228,PE_UV vs PE_NoUV,membrane,0.03591499,no hit
RRAS,P10301,Ras-related protein R-Ras,0.367911074,21.17849514,PE_UV vs PE_NoUV,membrane,0.036195657,no hit
ATL2,Q8NHH9,Atlastin-2,0.570259466,19.54170123,PE_UV vs PE_NoUV,membrane,0.036227018,no hit
BPNT1,O95861,"3'(2'),5'-bisphosphate nucleotidase 1",-0.405527108,19.15030578,PE_UV vs PE_NoUV,membrane,0.036248274,no hit
DNAJC2,Q99543,DnaJ homolog subfamily C member 2,-0.706346968,19.79152165,PE_UV vs PE_NoUV,membrane,0.036575684,candidate
PRDX2,P32119,Peroxiredoxin-2,-0.968319237,23.12138375,PE_UV vs PE_NoUV,membrane,0.03662595,candidate
PFDN5,Q99471,Prefoldin subunit 5,-0.809608848,18.87687182,PE_UV vs PE_NoUV,membrane,0.036639444,candidate
TUBB,P07437,Tubulin beta chain,-0.522366163,23.48913112,PE_UV vs PE_NoUV,membrane,0.036793726,no hit
OTUB1,Q96FW1,Ubiquitin thioesterase OTUB1,-0.442929406,16.50849374,PE_UV vs PE_NoUV,membrane,0.036823458,no hit
SYNGR2,O43760,Synaptogyrin-2,-0.606400671,23.70597856,PE_UV vs PE_NoUV,membrane,0.036964442,candidate
SEC24B,O95487,Protein transport protein Sec24B,-0.673274551,17.93002556,PE_UV vs PE_NoUV,membrane,0.037284781,candidate
PTP4A2,Q12974,Protein tyrosine phosphatase type IVA 2,0.523926056,19.12474323,PE_UV vs PE_NoUV,membrane,0.037405585,no hit
RPS24,P62847,40S ribosomal protein S24,-1.25836124,22.32844508,PE_UV vs PE_NoUV,membrane,0.037406593,candidate
SEPTIN7,Q16181,Septin-7,-1.039185316,21.67045755,PE_UV vs PE_NoUV,membrane,0.037871689,candidate
PRKACB,P22694,cAMP-dependent protein kinase catalytic subunit beta,-0.328511111,19.02193626,PE_UV vs PE_NoUV,membrane,0.038166303,no hit
ABHD14B,Q96IU4,Putative protein-lysine deacylase ABHD14B,-0.454370882,17.96796735,PE_UV vs PE_NoUV,membrane,0.03834627,no hit
EEF1A1,P68104,Elongation factor 1-alpha 1,-1.423376468,24.13774704,PE_UV vs PE_NoUV,membrane,0.038448664,candidate
NNMT,P40261,Nicotinamide N-methyltransferase,-0.986492245,20.01688719,PE_UV vs PE_NoUV,membrane,0.038692947,candidate
PUF60,Q9UHX1,Poly(U)-binding-splicing factor PUF60,-0.371738783,20.93721131,PE_UV vs PE_NoUV,membrane,0.039324796,no hit
COLGALT1,Q8NBJ5,Procollagen galactosyltransferase 1,0.559797744,21.2924859,PE_UV vs PE_NoUV,membrane,0.039923276,no hit
NNT,Q13423,"NAD(P) transhydrogenase, mitochondrial",0.669897192,17.50107296,PE_UV vs PE_NoUV,membrane,0.039975068,candidate
B4GALT1,P15291,"Beta-1,4-galactosyltransferase 1",-0.52983457,20.09930729,PE_UV vs PE_NoUV,membrane,0.040323204,no hit
PTPRJ,Q12913,Receptor-type tyrosine-protein phosphatase eta,0.418284517,21.41858815,PE_UV vs PE_NoUV,membrane,0.040333115,no hit
RAB31,Q13636,Ras-related protein Rab-31,0.378107096,21.63766888,PE_UV vs PE_NoUV,membrane,0.04056415,no hit
ATP5F1B,P06576,"ATP synthase subunit beta, mitochondrial",0.824686427,23.704151,PE_UV vs PE_NoUV,membrane,0.040680372,candidate
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,-0.681899867,22.37568788,PE_UV vs PE_NoUV,membrane,0.040959856,candidate
TNKS1BP1,Q9C0C2,182 kDa tankyrase-1-binding protein,-0.811849326,18.27041984,PE_UV vs PE_NoUV,membrane,0.040990763,candidate
IARS2,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial",0.373598677,18.73382278,PE_UV vs PE_NoUV,membrane,0.041744339,no hit
HSPA4L,O95757,Heat shock 70 kDa protein 4L,-0.321588269,19.54853584,PE_UV vs PE_NoUV,membrane,0.041823512,no hit
ANP32B,Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,-0.756735978,18.87144801,PE_UV vs PE_NoUV,membrane,0.042217407,candidate
RPLP1,P05386,60S acidic ribosomal protein P1,-1.183805118,19.24566518,PE_UV vs PE_NoUV,membrane,0.042359139,candidate
SEC61A1,P61619,Protein transport protein Sec61 subunit alpha isoform 1,0.413142586,20.54090705,PE_UV vs PE_NoUV,membrane,0.042394473,no hit
SGTA,O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,-0.65374497,20.54362523,PE_UV vs PE_NoUV,membrane,0.042870231,candidate
EIF5,P55010,Eukaryotic translation initiation factor 5,-0.766397054,19.22066273,PE_UV vs PE_NoUV,membrane,0.04287729,candidate
RPL14,P50914,60S ribosomal protein L14,-1.294676575,22.25312641,PE_UV vs PE_NoUV,membrane,0.042975457,candidate
PGK1,P00558,Phosphoglycerate kinase 1,-0.698221035,24.02077641,PE_UV vs PE_NoUV,membrane,0.043029963,candidate
YWHAE,P62258,14-3-3 protein epsilon,-0.638943108,23.90955175,PE_UV vs PE_NoUV,membrane,0.043205183,candidate
KPNB1,Q14974,Importin subunit beta-1,-0.561966362,23.28785656,PE_UV vs PE_NoUV,membrane,0.043602888,no hit
WDR1,O75083,WD repeat-containing protein 1,0.73133461,20.03280854,PE_UV vs PE_NoUV,membrane,0.043653365,candidate
TMEM33,P57088,Transmembrane protein 33,0.68481768,22.18914589,PE_UV vs PE_NoUV,membrane,0.043704308,candidate
ELOB,Q15370,Elongin-B,-0.585811376,19.49697668,PE_UV vs PE_NoUV,membrane,0.044078442,candidate
PTGES,O14684,Prostaglandin E synthase,0.399090374,20.02369584,PE_UV vs PE_NoUV,membrane,0.04440507,no hit
SKP1,P63208,S-phase kinase-associated protein 1,-0.562909462,20.55017996,PE_UV vs PE_NoUV,membrane,0.044575596,no hit
