Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score MSPepSearch: MSPepSearch,# Peptides (by Search Engine): MSPepSearch,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (Penta) / (Control),Abundance Ratio (log2): (Penta) / (Control),Abundance Ratio Adj. P-Value: (Penta) / (Control),Abundance Ratio Variability [%]: (Penta) / (Control),Abundances (Grouped): Control,Abundances (Grouped): Penta,Abundances (Grouped) CV [%]: Control,Abundances (Grouped) CV [%]: Penta,"Found in Sample: [S1] F1: Sample, Control, 1","Found in Sample: [S2] F2: Sample, Control, 2","Found in Sample: [S3] F3: Sample, Control, 3","Found in Sample: [S4] F4: Sample, Penta, 1","Found in Sample: [S5] F5: Sample, Penta, 2","Found in Sample: [S6] F6: Sample, Penta, 3",# Protein Groups,Modifications
FALSE,High,Master Protein,NP_001531.1,Heat shock protein beta-1 [OS=Homo sapiens],0,171.429,77,13,280,13,205,22.8,6.4,132169,13,0,0,1.033,0.05,0.96640439,76.27,387781037.3,250299489.6,38.21,38.2,High,High,High,High,High,High,1,
FALSE,High,Master Protein,CAD29858.1,TPA: aminopeptidase B [OS=Homo sapiens],0,55.447,22,10,50,10,658,73.5,6.11,17494,10,0,0,1.032,0.05,0.96640439,72.64,14504654.67,17551019.52,35.18,20.47,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW84079.1,"DNA (cytosine-5-)-methyltransferase 1, isoform CRA_a [OS=Homo sapiens]",0,22.37,3,4,9,4,1678,189.4,8.02,2669,4,0,0,1.032,0.05,0.998111707,38.47,2879726.05,3314681.14,35.63,29.33,High,High,High,High,High,High,1,
FALSE,High,Master Protein,CAA52862.1,RNA polymerase II largest subunit [OS=Homo sapiens],0,7.981,3,3,3,3,1970,217,7.43,746,3,0,0,1.032,0.05,0.981195482,111.99,1467275.941,2192799.987,54.33,43.28,Peak Found,Peak Found,Peak Found,High,Peak Found,High,1,
FALSE,High,Master Protein,AAH28337.1,Glucosidase I [OS=Homo sapiens],0,49.671,16,8,47,8,837,91.9,9.01,17595,8,0,0,1.032,0.05,0.96640439,53.13,6828990.463,8356522.158,24.49,29.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_005271584.1,PREDICTED: thymocyte nuclear protein 1 isoform X1 [OS=Homo sapiens],0.006,1.975,3,1,1,1,266,29.8,9.57,184,1,0,0,1.032,0.05,0.968451622,123.59,51636.7055,53280.93327,137.96,46.99,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_005819.3,DDB1- and CUL4-associated factor 7 [OS=Homo sapiens],0,7.806,9,2,7,2,342,38.9,5.52,1738,2,0,0,1.032,0.05,0.984446724,75.3,1878887.683,2169688.803,53.23,3.04,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AAF37203.1,mRNA-binding protein CRDBP [OS=Homo sapiens],0,47.122,18,7,48,6,577,63.4,9.2,19225,7,0,0,1.032,0.05,0.964845464,29.49,14212176.44,16901835.55,19.27,10.29,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAG53039.1,unnamed protein product [OS=Homo sapiens],0,28.438,14,6,16,6,711,81,6.15,4520,6,0,0,1.032,0.05,0.96640439,125.77,6560694.425,7107343.302,14.18,24.83,High,High,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,AAX07827.1,Cell proliferation-inducing protein 40 [OS=Homo sapiens],0,77.361,34,12,63,12,501,57.1,6.6,25561,12,0,0,1.032,0.04,0.965201672,98.12,9518999.227,12733085.36,62.85,20.17,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001611.1,Neuroblast differentiation-associated protein AHNAK isoform 1 [OS=Homo sapiens],0,1887.296,66,210,1354,210,5890,628.7,6.15,534536,210,0,0,1.031,0.04,0.96640439,95.88,675785083.6,590692282.7,18.91,17.01,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAB15284.1,unnamed protein product [OS=Homo sapiens],0,6.086,4,1,6,1,315,34.3,8.02,2751,1,0,0,1.031,0.04,0.996083936,25.52,1210468.45,1200599.457,27.77,14.17,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_060864.1,"mycophenolic acid acyl-glucuronide esterase, mitochondrial isoform 1 precursor [OS=Homo sapiens]",0,13.963,16,3,5,3,306,33.9,8.57,1409,3,0,0,1.031,0.04,0.98830577,130.49,2536110.21,3210261.805,43.83,19.97,High,High,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,EAW82309.1,"chromosome 8 open reading frame 55, partial [OS=Homo sapiens]",0,13.247,7,1,7,1,230,26,9.83,2826,1,0,0,1.03,0.04,0.981195482,36.18,2332396.468,2403418.946,40.68,14.47,High,High,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,AAA60580.1,beta-spectrin [OS=Homo sapiens],0,429.774,36,54,276,54,2364,274.5,5.59,102275,54,0,0,1.03,0.04,0.96640439,95.74,130843366.4,137899452.3,5.13,6.66,High,High,High,High,High,High,1,
FALSE,High,Master Protein,CAA56074.1,translation initiation factor [OS=Homo sapiens],0,64.195,25,8,55,2,411,46.8,6.47,22373,8,0,6,1.03,0.04,0.96640439,69.65,20865119.24,20861421.59,25.86,31.09,Peak Found,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,AAK92018.1,Putative DNA polymerase delta p38 subunit [OS=Homo sapiens],0,30.57,32,7,24,7,368,42,8.62,6585,7,0,0,1.03,0.04,0.968057878,91.44,8834057.139,8941777.089,23.58,7.17,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAA58407.2,cadherin-associated protein-related [OS=Homo sapiens],0,20.37,5,3,16,1,953,105.2,5.82,8418,3,0,0,1.03,0.04,0.968451622,42.6,5257342.126,5412805.071,52.59,20.71,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_005261752.1,PREDICTED: ran GTPase-activating protein 1 isoform X1 [OS=Homo sapiens],0,88.742,42,15,69,15,642,69.5,4.81,27641,15,0,0,1.03,0.04,0.964845464,76.62,18962721.83,19415070.34,6.93,3.25,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P49411.2,"RecName: Full=Elongation factor Tu, mitochondrial; Short=EF-Tu; AltName: Full=P43; Flags: Precursor [OS=Homo sapiens]",0,226.198,47,18,305,18,452,49.5,7.61,140093,18,0,0,1.029,0.04,0.96640439,75.41,187008295.1,233684162.3,19.41,21.82,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAG59369.1,unnamed protein product [OS=Homo sapiens],0,38.755,12,7,26,7,683,78.4,9.11,12788,7,0,0,1.029,0.04,0.96640439,128.52,9042198.272,10624707.75,21.93,10.6,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_067038.1,regulation of nuclear pre-mRNA domain-containing protein 1B [OS=Homo sapiens],0,33.709,31,5,27,4,326,36.9,5.97,11120,5,0,1,1.029,0.04,0.96640439,54.75,15748868.64,13257824.23,26.22,10.82,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,NP_001186384.1,bromodomain-containing protein 2 isoform 2 [OS=Homo sapiens],0.033,1.201,2,1,1,1,836,92,9.13,103,1,0,0,1.029,0.04,0.96640439,54.63,130321.3021,134056.9694,65.85,20.25,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_077297.2,RNA-binding protein 42 isoform 1 [OS=Homo sapiens],0.001,2.862,2,1,1,1,480,50.4,9.63,255,1,0,0,1.028,0.04,0.96640439,26.19,138892.6308,156669.7224,23.34,33.07,Peak Found,Not Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_002721.1,cAMP-dependent protein kinase catalytic subunit alpha isoform Calpha1 [OS=Homo sapiens],0,57.214,17,5,33,3,351,40.6,8.79,17723,5,0,2,1.028,0.04,0.96640439,98.49,11329686.67,14731676.41,23.57,16.54,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001230106.1,fructose-bisphosphate aldolase A isoform 2 [OS=Homo sapiens],0,349.045,64,23,608,21,418,45.2,8.25,270955,23,0,2,1.027,0.04,0.96640439,73.32,410992491.3,397494300.8,18.38,7.38,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAD92710.1,"centaurin delta 2 isoform a variant, partial [OS=Homo sapiens]",0,9.707,2,2,9,2,1474,164.4,6.15,2959,2,0,0,1.027,0.04,0.9967768,44.54,1452218.577,1358433.807,45.51,26.43,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,BAH57337.1,fusion protein KIF5B-ALK [OS=Homo sapiens],0,100.153,17,15,67,15,1483,167.8,6.64,23260,15,0,0,1.027,0.04,0.96640439,96.86,19951928.33,22763191.7,14.59,11.04,High,High,High,High,High,High,1,
FALSE,High,Master Protein,ABO65079.1,"peroxiredoxin 6, partial [OS=Homo sapiens]",0,59.552,56,7,55,7,80,9,5.15,24033,7,0,0,1.026,0.04,0.96640439,132.48,21290076.9,18093096.92,42.22,22.19,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAD96912.1,"enolase 1 variant, partial [OS=Homo sapiens]",0,763.632,78,45,2920,42,434,47.2,7.39,1426049,45,0,3,1.026,0.04,0.96640439,57.08,2220780169,2249974488,8.29,2.4,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AEP69243.1,Hydroxypyruvate isomerase [OS=Homo sapiens],0.001,3.041,14,2,2,2,217,24,6.04,292,2,0,0,1.026,0.04,0.981122819,146.48,2720345.648,2521045.083,46.9,56.9,High,Peak Found,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,NP_054706.1,vinculin isoform meta-VCL [OS=Homo sapiens],0,414.323,49,38,452,38,1134,123.7,5.66,207482,38,0,0,1.026,0.04,0.966489697,92.58,155683895.9,165997815.2,6.08,7.85,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAH04922.1,endonuclease G [OS=Homo sapiens],0,7.232,6,2,2,1,297,32.6,9.5,728,2,0,0,1.026,0.04,0.985014943,38.65,653175.8009,670038.1937,42.84,25.29,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAG57331.1,unnamed protein product [OS=Homo sapiens],0,170.346,39,11,326,2,183,20.1,8.78,162285,11,0,8,1.026,0.04,0.966489697,43.61,189374960,196988875.4,40.01,8.8,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_000225.1,DNA ligase 1 isoform 1 [OS=Homo sapiens],0,15.174,9,4,22,4,919,101.7,5.62,5349,4,0,0,1.026,0.04,0.998867419,58.74,1706723.016,1551257.609,70.31,18.11,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_011517227.1,PREDICTED: niban-like protein 1 isoform X2 [OS=Homo sapiens],0,145.503,35,15,128,15,776,87.5,6.05,52822,15,0,0,1.026,0.04,0.966815779,72.45,38325359.95,48878798.42,41.59,27.89,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW73936.1,"damage-specific DNA binding protein 1, 127kDa, isoform CRA_d [OS=Homo sapiens]",0,138.837,23,20,81,20,1146,127.6,5.29,33186,20,0,0,1.025,0.04,0.967595804,92.08,23633142.37,30296901.12,8.72,22.45,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001257655.1,bcl-2-like protein 13 isoform b [OS=Homo sapiens],0,8.48,7,2,4,2,509,54.4,4.54,2805,2,0,0,1.025,0.04,0.989502404,50.16,576802.7696,442503.9003,54.68,22.29,Peak Found,High,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,XP_011515149.1,PREDICTED: transmembrane protein 65 isoform X1 [OS=Homo sapiens],0.001,3.591,4,1,2,1,264,28.2,8.37,377,1,0,0,1.025,0.04,0.969928472,127,154236.0251,80427.40999,112.54,132.44,High,Peak Found,Not Found,High,Not Found,Not Found,1,
FALSE,High,Master Protein,BAG51120.1,unnamed protein product [OS=Homo sapiens],0,70.562,24,11,65,8,678,74.7,8.38,27958,11,0,0,1.025,0.04,0.96640439,88.15,17520677,18555647.79,25.39,7.95,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001274730.1,tubulin-specific chaperone E isoform b [OS=Homo sapiens],0,13.113,10,4,6,4,578,64.8,7.27,1540,4,0,0,1.024,0.03,0.998867419,59.12,1394077.545,2091568.944,64.38,20,Peak Found,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,NP_006308.3,Brain acid soluble protein 1 [OS=Homo sapiens],0,69.624,63,7,71,7,227,22.7,4.63,39135,7,0,0,1.024,0.03,0.968451622,88.86,21471008.45,25399316.01,45.42,17.8,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_005372.2,Nucleolin [OS=Homo sapiens],0,373.181,34,31,609,31,710,76.6,4.7,254265,31,0,0,1.024,0.03,0.968579553,72.06,347808659.9,398190733.1,24.41,10.68,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q7LBC6.2,RecName: Full=Lysine-specific demethylase 3B; AltName: Full=JmjC domain-containing histone demethylation protein 2B; AltName: Full=Jumonji domain-containing protein 1B; AltName: Full=Nuclear protein 5qNCA [OS=Homo sapiens],0,6.176,1,2,6,2,1761,191.5,7.18,1747,2,0,0,1.024,0.03,0.998756939,69.29,1776878.552,1723752.915,85.83,41.85,Not Found,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,AAC33433.1,histone macroH2A1.2 [OS=Homo sapiens],0,97.638,44,10,88,10,372,39.6,9.79,38406,10,0,0,1.023,0.03,0.969369098,106.98,62895472.68,69024392.31,13.1,17,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAH20803.1,developmentally regulated GTP binding protein 1 [OS=Homo sapiens],0,20.831,14,4,31,4,367,40.5,8.9,15398,4,0,0,1.023,0.03,0.974106878,84.06,7541596.901,8266501.25,45.27,10.59,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAD47056.1,glutaminase C [OS=Homo sapiens],0,57.589,27,10,30,10,598,65.4,7.88,10047,10,0,0,1.023,0.03,0.96640439,87.19,9614362.079,9721635.166,24.03,12.95,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW91377.1,"importin 9, isoform CRA_c, partial [OS=Homo sapiens]",0,116.589,21,11,145,11,1049,117,4.84,71684,11,0,0,1.023,0.03,0.970444833,67.43,28357992.66,30066859.85,32.08,21.36,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAD97053.1,"zinc finger, HIT domain containing 2 variant, partial [OS=Homo sapiens]",0,6.166,4,1,2,1,403,42.8,5.99,830,1,0,0,1.023,0.03,0.99616346,54.26,826702.8448,845507.3344,81.98,24.74,Not Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AAP97157.1,CAF2 [OS=Homo sapiens],0.004,2.259,5,1,1,1,292,33.5,4.84,161,1,0,0,1.022,0.03,0.971978793,142.26,89832.47486,91812.52161,158.19,126.68,High,Not Found,Not Found,Not Found,Peak Found,Not Found,1,
FALSE,High,Master Protein,XP_011508942.1,"PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial isoform X1 [OS=Homo sapiens]",0,772.754,56,64,1009,63,1511,166.2,6.74,455021,64,0,1,1.022,0.03,0.97210378,88.61,703165718.2,805166959.7,5,10.22,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001333154.1,WD repeat-containing protein 48 isoform 4 [OS=Homo sapiens],0,4.191,2,1,13,1,715,80.3,7.17,3537,1,0,0,1.022,0.03,0.973212296,29.15,331423.4592,334674.7641,45.74,12.6,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_016882814.1,PREDICTED: UBX domain-containing protein 6 isoform X1 [OS=Homo sapiens],0,5.975,4,1,4,1,475,53.1,7.18,1680,1,0,0,1.022,0.03,0.99616346,34.23,1272601.609,1299996.125,80.66,15.36,Peak Found,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,ABR25253.1,ubiquitin-activating enzyme 6 [OS=Homo sapiens],0,27.417,10,7,8,7,1052,117.9,6.14,2166,7,0,0,1.021,0.03,0.992456493,104.67,2828951.691,4549256.969,19.65,18.82,High,High,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_150093.1,Transcriptional activator protein Pur-beta [OS=Homo sapiens],0,10.703,10,1,5,1,312,33.2,5.43,3098,1,0,0,1.02,0.03,0.998032731,21.84,3569149.233,3641631.897,52.88,13.6,High,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,XP_006716181.1,PREDICTED: voltage-dependent calcium channel subunit alpha-2/delta-1 isoform X1 [OS=Homo sapiens],0,5.137,2,2,3,2,1110,125.2,5.36,637,2,0,0,1.02,0.03,0.96640439,37.99,231993.4016,220721.4883,57.44,5.69,Not Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,AAF60355.1,YTM1 [OS=Homo sapiens],0,27.611,10,2,36,2,423,47.7,5.9,13998,2,0,0,1.02,0.03,0.971357279,43.95,7089978.709,7481235.859,21.27,27.5,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_016882594.1,PREDICTED: regulator of nonsense transcripts 1 isoform X1 [OS=Homo sapiens],0,37.578,10,7,16,7,1137,125.1,6.58,4787,7,0,0,1.02,0.03,0.980878215,107.36,5678136.597,5938631.487,25.59,12.27,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAP84320.1,Kinesin heavy chain member 2 [OS=Homo sapiens],0,13.053,7,3,10,3,509,57.9,6.62,2783,3,0,0,1.02,0.03,0.99616346,58.14,1867688.74,2358416.638,40.98,31.67,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAC78729.1,"eukaryotic translation initiation factor eIF3, p35 subunit [OS=Homo sapiens]",0,52.751,28,7,35,7,258,29,4.86,13824,7,0,0,1.02,0.03,0.970294567,74.47,8782545.329,10218828.35,16.1,17,High,High,High,High,High,High,1,
FALSE,High,Master Protein,CAG47064.1,CKB [OS=Homo sapiens],0,173.084,52,13,244,13,381,42.6,5.59,99732,13,0,0,1.019,0.03,0.97748342,64.77,137904656.5,141911603.2,22.83,6.68,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW51828.1,"hCG2043426, isoform CRA_b [OS=Homo sapiens]",0,44.736,17,6,22,6,479,54,6.3,8469,6,0,0,1.019,0.03,0.97748342,88.43,6165097.089,9177025.357,39.43,26.64,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAP37053.1,ischemia/reperfusion inducible protein transcript variant 1 [OS=Homo sapiens],0,6.61,6,1,7,1,270,28.3,8,3740,1,0,0,1.019,0.03,0.971650877,29.76,267793.915,248810.1534,70.3,18.13,Not Found,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,AAG27093.1,Leucine-zipper protein FKSG13 [OS=Homo sapiens],0,75.335,18,7,69,7,390,43.4,5.81,27476,7,0,0,1.019,0.03,0.966489697,43.78,21523576.72,17244779.6,22.05,11.97,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_016885266.1,PREDICTED: ubiquitin-like modifier-activating enzyme 1 isoform X1 [OS=Homo sapiens],0,370.38,40,33,387,33,1109,123.1,5.85,184411,33,0,0,1.019,0.03,0.978357797,67.16,253369681.2,277780196.1,14.16,4.96,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001273343.1,gamma-tubulin complex component 4 isoform a [OS=Homo sapiens],0.001,2.822,2,1,2,1,667,76,6.65,291,1,0,0,1.019,0.03,0.973239929,101.25,84169.82823,68710.26594,77.92,62.84,Not Found,Not Found,High,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,AAH20946.1,"tubulin, beta [OS=Homo sapiens]",0,678.948,71,35,1446,7,444,49.6,4.86,728706,35,0,42,1.019,0.03,0.978357797,73.75,1459251805,1703473003,16.98,11.47,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAP35506.1,Uridine monophosphate kinase [OS=Homo sapiens],0.003,2.496,9,1,3,1,111,12.6,9.25,495,1,0,0,1.018,0.03,0.990922174,72.68,493949.9302,502988.6433,86.16,12.82,Not Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,AAH30019.2,"PRPS2 protein, partial [OS=Homo sapiens]",0,60.983,31,8,43,5,346,38,8.13,18292,8,0,3,1.018,0.03,0.975334722,46.73,12058740.74,13762298.45,41.03,15.05,Peak Found,High,High,Peak Found,High,High,1,
FALSE,High,Master Protein,AAH42923.1,talin 1 [OS=Homo sapiens],0,949.33,48,83,1290,76,2541,269.6,6.05,618419,83,0,8,1.018,0.03,0.979608244,56.94,485948760.1,564539026.5,22.39,6.99,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_016873668.1,PREDICTED: signal recognition particle receptor subunit alpha isoform X1 [OS=Homo sapiens],0,38.142,18,8,18,8,634,69.8,9.14,7105,8,0,0,1.018,0.03,0.993682325,77.22,4483559.237,4130796.213,9.45,9.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001316166.1,serine/threonine-protein kinase Nek9 isoform 1 [OS=Homo sapiens],0,6.76,2,2,3,2,991,108.4,5.85,806,2,0,0,1.018,0.03,0.990922174,120.96,884761.7043,447738.2678,56.28,48.66,High,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAD92749.1,"epithelial protein lost in neoplasm beta variant, partial [OS=Homo sapiens]",0,36.129,15,7,26,7,769,86.1,6.76,10963,7,0,0,1.018,0.03,0.968451622,55.02,6688467.258,7032454.683,21.58,26.97,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAG35176.1,unnamed protein product [OS=Homo sapiens],0,54.56,21,10,48,9,727,83.5,7.02,17044,10,0,0,1.018,0.03,0.978357797,69.35,20664976.04,20343177.21,12.95,0.88,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAX10286.1,"small nuclear ribonucleoprotein polypeptide B'', isoform CRA_b [OS=Homo sapiens]",0,19.93,14,3,7,1,242,27.5,9.47,3326,3,0,0,1.018,0.03,0.993851256,31.09,1276871.771,1287179.419,52.38,14.6,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,AAP12649.1,"tumor necrosis factor, alpha-induced protein 2 [OS=Homo sapiens]",0,11.825,4,2,10,2,655,72.7,6.35,3705,2,0,0,1.017,0.02,0.989977958,80.6,962134.2295,1242343.353,53.3,25.73,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q8N6M0.1,RecName: Full=OTU domain-containing protein 6B; AltName: Full=DUBA-5 [OS=Homo sapiens],0,11.358,17,3,4,3,293,33.8,6.05,1098,3,0,0,1.017,0.02,0.992456493,96.47,1198384.566,1194227.627,15.89,31.7,High,High,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_004334.1,Calreticulin precursor [OS=Homo sapiens],0,153.999,68,18,194,18,417,48.1,4.44,65996,18,0,0,1.017,0.02,0.981033105,76.84,61316083.24,50723988.32,49.77,11.55,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAH04865.1,Clptm1 protein [OS=Homo sapiens],0,8.223,3,2,4,2,686,77.9,6.29,1329,2,0,0,1.017,0.02,0.990922174,51,640953.5791,686304.0313,13.3,27.51,High,High,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,BAG58692.1,unnamed protein product [OS=Homo sapiens],0,455.544,48,34,384,34,995,112.9,6.06,178819,34,0,0,1.017,0.02,0.981033105,92.09,289670545.9,237451167.2,11.96,24.68,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAB13846.1,unnamed protein product [OS=Homo sapiens],0,10.565,8,2,2,2,421,48,7.5,837,2,0,0,1.017,0.02,0.97779609,146.48,170028.3627,421648.4951,149.37,134.46,High,Not Found,Not Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,AAC50242.1,cyclin A/CDK2-associated p45 [OS=Homo sapiens],0,6.629,8,2,5,2,435,49,7.61,1050,2,0,0,1.017,0.02,0.992456493,49,1459135.695,1355707.969,32.75,21.38,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,CAI46036.1,Hypothetical protein [OS=Homo sapiens],0,68.516,38,8,40,7,352,39.5,5.19,17304,8,0,1,1.016,0.02,0.981195482,79.92,20298457.67,25552254.87,19.13,17.66,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_005272732.1,PREDICTED: probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform X1 [OS=Homo sapiens],0,25.776,3,5,29,5,2575,292.7,5.82,15959,5,0,0,1.016,0.02,0.99616346,81.12,2689667.656,2944739.703,36.44,22.86,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW62938.1,"hCG24487, isoform CRA_a [OS=Homo sapiens]",0,80.794,25,6,67,6,282,32.2,9.95,24798,6,0,0,1.016,0.02,0.981195482,80.23,51511940.54,49532208.58,1.74,0.75,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAB19349.2,S3 ribosomal protein [OS=Homo sapiens],0,212.329,68,22,302,22,243,26.7,9.69,154865,22,0,0,1.016,0.02,0.981195482,105.74,160506248.1,127274140,19.4,8.7,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_011518052.1,PREDICTED: plexin domain-containing protein 2 isoform X1 [OS=Homo sapiens],0,5.659,4,1,2,1,564,63.6,6.52,826,1,0,0,1.016,0.02,0.991486179,86.81,949007.7081,1295360.724,84.97,80.22,Not Found,High,Peak Found,Not Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_001098101.1,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D isoform PDE4D4 [OS=Homo sapiens]",0,13.129,6,3,12,3,809,91.1,5.54,4905,3,0,0,1.016,0.02,0.993682325,45.79,628711.8658,526319.0234,34.92,4.28,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAB97011.1,"unknown protein IT12, partial [OS=Homo sapiens]",0.001,3.555,1,1,1,1,873,99.2,7.93,229,1,0,0,1.016,0.02,0.97210378,123.86,290761.575,180244.2554,101.46,102.75,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
